STATE,COUNTY,POP,CASES,PCI,MHI,OVER65
Nebraska,Pawnee County,2773,3,25426,37321,720
Oklahoma,Pawnee County,16577,18,21220,44375,2723
Idaho,Payette County,22623,18,19165,43649,3462
Oklahoma,Payne County,77350,41,20868,36812,8061
Georgia,Peach County,27695,24,19431,39844,3164
Mississippi,Pearl River County,55834,60,20549,42510,8136
Texas,Pecos County,15507,6,20245,47019,1821
North Dakota,Pembina County,7413,7,27817,49846,1489
Missouri,Pemiscot County,18296,19,16881,28889,2693
Washington,Pend Oreille County,13001,16,23167,40567,2485
North Carolina,Pender County,52217,54,23526,44524,7886
Kentucky,Pendleton County,14877,18,23122,45480,1827
West Virginia,Pendleton County,7695,7,21253,34175,1681
Minnesota,Pennington County,13930,,24554,45633,2212
South Dakota,Pennington County,100948,74,27000,50833,13617
Maine,Penobscot County,153923,173,23895,43734,22253
Illinois,Peoria County,186494,187,28438,50712,25963
Wisconsin,Pepin County,7469,7,24367,47701,1337
Nebraska,Perkins County,2970,2,27931,58625,602
South Dakota,Perkins County,2982,2,25751,38362,690
North Carolina,Perquimans County,13453,13,23809,43709,2887
Alabama,Perry County,10591,7,13716,28209,1769
Arkansas,Perry County,10445,15,22047,42455,1747
Illinois,Perry County,22350,20,19716,42078,3515
Indiana,Perry County,19338,19,20934,47596,2935
Kentucky,Perry County,28712,43,18224,33528,3845
Mississippi,Perry County,12250,11,17183,36124,1732
Missouri,Perry County,18971,19,23435,47876,2960
Ohio,Perry County,36058,39,19372,41446,4658
Pennsylvania,Perry County,45969,42,26048,57375,6294
Tennessee,Perry County,7915,13,17214,32845,1483
Nevada,Pershing County,6753,3,18203,52101,10301
North Carolina,Person County,39464,39,21292,42317,5993
Alaska,Petersburg Borough,3815,,34183,63934,438
Virginia,Petersburg city,32420,38,18936,34424,1121
Montana,Petroleum County,494,2,22714,41705,103
Missouri,Pettis County,42201,38,19709,38580,6203
Missouri,Phelps County,45156,40,21173,41964,6157
Nebraska,Phelps County,9188,7,26856,50000,1746
Pennsylvania,Philadelphia County,1526006,1250,22279,37192,185309
Arkansas,Phillips County,21757,21,16830,26737,3254
Colorado,Phillips County,4442,3,20720,43011,919
Kansas,Phillips County,5642,,23772,43059,1140
Montana,Phillips County,4253,3,22890,42632,863
Illinois,Piatt County,16729,17,31190,63027,2713
Ohio,Pickaway County,55698,54,23851,54003,7156
Alabama,Pickens County,19746,18,17153,28741,3336
Georgia,Pickens County,29431,38,26686,51383,4805
South Carolina,Pickens County,119224,100,21182,41788,15993
Tennessee,Pickett County,5077,8,21942,35184,1140
Georgia,Pierce County,18758,20,20001,39067,2631
Nebraska,Pierce County,7266,6,24830,51924,1304
North Dakota,Pierce County,4357,4,23491,42975,1029
Washington,Pierce County,795225,604,28223,59204,87785
Wisconsin,Pierce County,41019,18,27462,59226,4283
Alabama,Pike County,32899,20,19715,33090,4211
Arkansas,Pike County,11291,14,18377,32206,1962
Georgia,Pike County,17869,14,22191,53865,2196
Illinois,Pike County,16430,18,21344,39845,3136
Indiana,Pike County,12845,15,22245,40680,2175
Kentucky,Pike County,65024,93,19351,32961,8922
Mississippi,Pike County,40404,38,18183,34841,5731
Missouri,Pike County,18516,19,18650,39850,2883
Ohio,Pike County,28709,35,20071,42165,4212
Pennsylvania,Pike County,57369,52,27691,59340,9303
Arizona,Pima County,980263,636,25269,45841,151293
Arizona,Pinal County,375770,233,20910,50027,52071
Minnesota,Pine County,29750,,21413,43928,4856
Florida,Pinellas County,916542,1052,29262,45535,194099
Minnesota,Pipestone County,9596,,24137,46019,1901
Maine,Piscataquis County,17535,23,21818,36646,3564
Colorado,Pitkin County,17148,5,51814,72745,1964
North Carolina,Pitt County,168148,106,23029,40718,16619
Oklahoma,Pittsburg County,45837,50,21966,41252,8036
Virginia,Pittsylvania County,63506,60,21583,42143,4104
Utah,Piute County,1556,2,16959,38500,332
California,Placer County,348432,224,34886,72725,53562
Louisiana,Plaquemines Parish,23042,15,25748,55138,2577
Missouri,Platte County,89322,62,35143,67721,9967
Nebraska,Platte County,32237,22,24219,51213,4802
Wyoming,Platte County,8667,5,26335,45512,1797
West Virginia,Pleasants County,7605,9,21312,41859,1228
California,Plumas County,20007,15,29806,45794,4154
Iowa,Plymouth County,24986,19,27942,58888,4149
Massachusetts,Plymouth County,494919,452,35220,75092,68846
Iowa,Pocahontas County,7310,5,25556,44073,1617
West Virginia,Pocahontas County,8719,11,20373,33779,1684
Arkansas,Poinsett County,24583,40,16919,32089,3900
Louisiana,Pointe Coupee Parish,22802,18,23742,45363,3534
Arkansas,Polk County,20662,25,19116,32835,4025
Florida,Polk County,602095,622,21285,43113,108296
Georgia,Polk County,41475,51,18336,39208,5535
Iowa,Polk County,430640,304,30442,59018,46545
Minnesota,Polk County,31600,,25790,50695,5220
Missouri,Polk County,31137,25,19511,39512,5025
Nebraska,Polk County,5406,6,27639,52848,1069
North Carolina,Polk County,20510,16,24611,44745,4993
Oregon,Polk County,75403,55,24426,52808,11152
Tennessee,Polk County,16825,27,20274,39074,2872
Texas,Polk County,45413,65,19498,37855,8646
Wisconsin,Polk County,44205,34,25751,48538,7064
Montana,Pondera County,6153,6,22256,41277,1161
Mississippi,Pontotoc County,29957,29,18576,39899,3831
Oklahoma,Pontotoc County,37492,36,22381,41881,5570
Arkansas,Pope County,61754,53,19918,40453,8113
Illinois,Pope County,4470,6,20448,38371,965
Minnesota,Pope County,10995,,29128,52350,2338
Virginia,Poquoson city,12150,10,38444,81892,1752
Ohio,Portage County,161419,129,25332,52697,20819
Wisconsin,Portage County,70019,40,24972,50996,8955
Indiana,Porter County,164343,134,28669,62794,20363
Virginia,Portsmouth city,95535,83,23138,46166,7757
Indiana,Posey County,25910,22,29187,58750,3731
Kansas,Pottawatomie County,21604,,24892,56854,2660
Oklahoma,Pottawatomie County,69442,69,20937,42764,9935
Iowa,Pottawattamie County,93158,91,25847,51304,13333
Pennsylvania,Potter County,17457,17,22564,41547,3403
South Dakota,Potter County,2329,3,26180,44556,627
Texas,Potter County,121073,78,19861,37951,13142
Montana,Powder River County,1743,2,28528,46250,396
Kentucky,Powell County,12613,21,15174,26839,1642
Montana,Powell County,7027,8,19736,40802,1152
Idaho,Power County,7817,4,17684,44212,947
Iowa,Poweshiek County,18914,16,25318,50349,3488
Virginia,Powhatan County,28046,20,31252,76548,1077
Arkansas,Prairie County,8715,12,18137,34855,1717
Montana,Prairie County,1179,2,20644,38036,307
Kansas,Pratt County,9656,,26209,46035,1822
Ohio,Preble County,42270,45,23374,48405,6428
Mississippi,Prentiss County,25276,30,16589,32503,3972
Texas,Presidio County,7818,2,16175,29634,1389
Michigan,Presque Isle County,13376,13,22788,39652,3498
West Virginia,Preston County,33520,30,21457,45413,5257
Wisconsin,Price County,14159,17,23723,42644,2968
Virginia,Prince Edward County,23368,16,17208,37436,20425
Virginia,Prince George County,35725,30,24434,63074,4796
Maryland,Prince George's County,863420,387,32344,73623,119769
Alaska,Prince of Wales-Hyder Census Area,5559,4,24581,46071,559
Virginia,Prince William County,402002,144,37401,98071,2221
Rhode Island,Providence County,626667,521,26308,49297,84389
Colorado,Prowers County,12551,9,18941,34391,1835
Colorado,Pueblo County,159063,105,21940,41777,24346
Arkansas,Pulaski County,382748,294,27414,46013,45908
Georgia,Pulaski County,12010,10,17781,41550,1882
Illinois,Pulaski County,6161,10,19867,33717,1124
Indiana,Pulaski County,13402,13,21641,44764,2244
Kentucky,Pulaski County,63063,81,20667,34092,10241
Missouri,Pulaski County,52274,33,20863,49820,3768
Virginia,Pulaski County,34872,42,23987,44312,10556
Oklahoma,Pushmataha County,11572,10,18542,29897,2338
Florida,Putnam County,74364,109,18377,32497,14070
Georgia,Putnam County,21218,25,26321,44764,3845
Illinois,Putnam County,6006,8,27074,54196,1069
Indiana,Putnam County,37963,45,21520,50821,5131
Missouri,Putnam County,4979,6,19397,36713,1076
New York,Putnam County,99710,79,40309,95117,12417
Ohio,Putnam County,34499,21,25481,61192,4930
Tennessee,Putnam County,72321,74,20517,33709,10565
West Virginia,Putnam County,55486,55,27957,54854,7977
New Mexico,Quay County,9041,9,17936,30802,1865
Maryland,Queen Anne's County,47798,43,38108,87256,81513
New York,Queens County,2230722,1152,26495,57001,286146
Georgia,Quitman County,2513,3,14201,31068,554
Mississippi,Quitman County,8223,6,13954,22863,1156
Georgia,Rabun County,16276,19,22260,35423,3459
Wisconsin,Racine County,195408,162,27141,54090,25739
Virginia,Radford city,16408,7,16181,30714,46435
Texas,Rains County,10914,17,21946,44478,2223
West Virginia,Raleigh County,78859,85,21837,40758,12661
Missouri,Ralls County,10167,13,23299,47969,1676
Minnesota,Ramsey County,508640,,29484,54247,61181
North Dakota,Ramsey County,11451,9,28081,48604,2072
Texas,Randall County,120725,78,29124,58529,15079
Alabama,Randolph County,22913,19,19830,35213,3888
Arkansas,Randolph County,17969,26,18871,34418,3361
Georgia,Randolph County,7719,7,18094,30023,1376
Illinois,Randolph County,33476,35,21976,47427,5340
Indiana,Randolph County,26171,28,21592,40904,4475
Missouri,Randolph County,25414,27,17587,37203,3605
North Carolina,Randolph County,141752,156,20523,41208,19949
West Virginia,Randolph County,29405,31,19595,37276,5246
Mississippi,Rankin County,141617,111,26897,57380,16236
North Dakota,Ransom County,5457,5,26137,49788,1084
Louisiana,Rapides Parish,131613,101,22126,40930,18012
Virginia,Rappahannock County,7373,6,36505,56438,2330
Montana,Ravalli County,40212,33,22872,38688,7728
Kansas,Rawlins County,2519,,26897,43482,672
Missouri,Ray County,23494,29,24549,52698,3483
Texas,Reagan County,3367,2,26633,61250,349
Texas,Real County,3309,5,17931,33885,853
Minnesota,Red Lake County,4089,,23257,47569,701
Texas,Red River County,12860,15,21443,39346,2712
Louisiana,Red River Parish,9091,10,19014,31712,1386
Nebraska,Red Willow County,11055,9,23320,42345,2072
Minnesota,Redwood County,16059,,25649,47447,3164
Texas,Reeves County,13783,4,15467,40571,1654
Texas,Refugio County,7383,6,23174,44548,1440
Kansas,Reno County,64511,,23382,43798,10994
New York,Rensselaer County,159429,168,29987,59432,21607
Minnesota,Renville County,15730,,26062,50802,3045
North Dakota,Renville County,2470,2,31178,60847,502
Kansas,Republic County,4980,,25531,39572,1347
Missouri,Reynolds County,6696,7,18449,34496,1343
Tennessee,Rhea County,31809,45,18952,36741,4996
Kansas,Rice County,10083,,23068,45336,1801
Minnesota,Rice County,64142,,25370,59915,7881
Utah,Rich County,2264,2,24258,50000,343
Nebraska,Richardson County,8363,11,23566,38582,1916
Illinois,Richland County,16233,21,23621,44070,3110
Montana,Richland County,9746,6,18669,36835,1448
North Dakota,Richland County,16321,13,32036,58112,2424
Ohio,Richland County,124475,120,27713,53759,20260
South Carolina,Richland County,384504,235,21932,41835,37541
Wisconsin,Richland County,18021,14,25763,48359,3245
Louisiana,Richland Parish,20725,20,22778,45271,2984
Virginia,Richmond city,204214,153,20526,37749,4780
Georgia,Richmond County,200549,149,31823,72569,22712
New York,Richmond County,468730,362,17236,32384,59344
North Carolina,Richmond County,46639,45,27184,40496,6691
Virginia,Richmond County,9254,10,20875,47083,2607
Kansas,Riley County,71115,,22948,43962,5208
Iowa,Ringgold County,5131,7,23324,44551,1209
New Mexico,Rio Arriba County,40246,15,20014,40250,5659
Colorado,Rio Blanco County,6666,2,27586,60128,827
Colorado,Rio Grande County,11982,4,20557,38993,1945
Indiana,Ripley County,28818,25,22059,47537,4281
Missouri,Ripley County,14100,21,16408,32291,2646
West Virginia,Ritchie County,10449,13,17843,35769,1797
California,Riverside County,2189641,1059,23591,56529,258586
Tennessee,Roane County,54181,68,23936,42223,10055
West Virginia,Roane County,14926,20,17341,28513,2566
Virginia,Roanoke city,97032,92,23295,38145,9738
Virginia,Roanoke County,92376,70,31728,60795,806
South Dakota,Roberts County,10149,6,22670,47191,1758
Texas,Roberts County,929,2,36172,67321,149
Kentucky,Robertson County,2282,2,17641,31786,427
Tennessee,Robertson County,66283,62,23809,52792,7804
Texas,Robertson County,16622,15,21709,40601,2770
North Carolina,Robeson County,134168,111,15343,29806,15078
Minnesota,Rock County,9687,,24101,46623,1835
Nebraska,Rock County,1526,2,24501,43500,355
Wisconsin,Rock County,160331,138,24094,49435,21759
Illinois,Rock Island County,147546,127,26455,48702,23881
Virginia,Rockbridge County,22307,21,25638,48313,2649
Kentucky,Rockcastle County,17056,26,16513,30674,2529
Georgia,Rockdale County,85215,50,23461,52579,9066
New Hampshire,Rockingham County,295223,253,38399,77348,37424
North Carolina,Rockingham County,93643,116,21102,38567,15171
Virginia,Rockingham County,76314,59,27298,52195,2290
New York,Rockland County,311687,183,34591,84951,41841
Texas,Rockwall County,78337,41,34617,86119,7540
Oklahoma,Roger Mills County,3647,2,27326,53885,645
Oklahoma,Rogers County,86905,71,27365,58525,11609
North Dakota,Rolette County,13937,13,15502,31336,1398
Kansas,Rooks County,5181,,23768,42449,1024
Montana,Roosevelt County,10425,7,16888,36920,1126
New Mexico,Roosevelt County,19846,10,17477,38764,2363
Michigan,Roscommon County,24449,41,23023,33334,6849
Minnesota,Roseau County,15629,,25650,50759,2250
Montana,Rosebud County,9233,6,22229,48789,1058
Ohio,Ross County,78064,87,21310,43264,10520
Colorado,Routt County,23509,7,34873,62002,1909
Kentucky,Rowan County,23333,20,17094,35236,2860
North Carolina,Rowan County,138428,149,20912,41495,19993
Texas,Runnels County,10501,9,20235,37667,2044
Indiana,Rush County,17392,19,23396,47401,2741
Kansas,Rush County,3307,,24175,42610,796
Texas,Rusk County,53330,44,21640,45752,7487
Wisconsin,Rusk County,14755,17,21004,38658,2964
Alabama,Russell County,52947,49,19678,36143,6720
Kansas,Russell County,6970,,24683,37111,1588
Kentucky,Russell County,17565,27,17107,29721,3050
Virginia,Russell County,28897,24,19735,33872,6784
North Carolina,Rutherford County,67810,75,19551,36334,11726
Tennessee,Rutherford County,262604,175,25077,55401,21566
Vermont,Rutland County,61642,60,26205,49271,10257
Texas,Sabine County,10834,18,22229,35159,2901
Louisiana,Sabine Parish,24233,19,18762,32963,4179
Iowa,Sac County,10350,11,26350,48093,2291
California,Sacramento County,1418788,816,26739,55064,158551
Maine,Sagadahoc County,35293,34,28829,56733,5788
Michigan,Saginaw County,200169,169,22349,42331,30601
Colorado,Saguache County,6108,2,20726,34600,893
Virginia,Salem city,24802,23,26661,48733,3567
New Jersey,Salem County,66083,70,25962,55348,9917
Arkansas,Saline County,107118,109,21596,37800,1915
Illinois,Saline County,24913,30,24935,47215,27362
Kansas,Saline County,55606,,19006,39519,8002
Missouri,Saline County,23370,23,20407,44109,1239
Nebraska,Saline County,14200,11,26103,60555,2075
Utah,Salt Lake County,1029655,276,19725,38514,89367
South Carolina,Saluda County,19875,18,19479,36496,3195
North Carolina,Sampson County,63431,64,18695,28390,9044
Texas,San Augustine County,8865,11,25914,66237,2044
California,San Benito County,55269,22,21332,54090,5360
California,San Bernardino County,2035210,774,30668,62962,181348
California,San Diego County,3095313,1436,48486,75604,351425
California,San Francisco County,805235,458,24733,46107,109842
Texas,San Jacinto County,26384,33,22589,53380,4572
California,San Joaquin County,685306,353,24711,39583,71181
Colorado,San Juan County,699,2,21260,48196,86
New Mexico,San Juan County,130044,54,15476,40492,4469
Utah,San Juan County,14746,2,37719,53376,1600
Washington,San Juan County,15769,13,29954,58697,3657
California,San Luis Obispo County,269637,163,45732,88202,41022
California,San Mateo County,718451,355,,,96262
Colorado,San Miguel County,7359,2,40827,63594,517
New Mexico,San Miguel County,29393,15,17926,28275,15880
Texas,San Patricio County,64804,44,23373,50657,8361
Texas,San Saba County,6131,5,18009,37743,1177
South Dakota,Sanborn County,2355,2,25823,48384,477
Montana,Sanders County,11413,14,19188,32881,2456
New Mexico,Sandoval County,131561,62,26924,58017,14083
Ohio,Sandusky County,60944,56,22799,46140,9315
Illinois,Sangamon County,197465,202,29974,55449,1398
Michigan,Sanilac County,43114,36,20713,40478,10105
Utah,Sanpete County,27822,8,17811,48369,3197
California,Santa Barbara County,423895,191,30352,62779,54398
California,Santa Clara County,1781642,744,41513,91702,196944
Arizona,Santa Cruz County,47420,16,17664,37745,6224
California,Santa Cruz County,262382,108,32295,66519,29158
New Mexico,Santa Fe County,144170,61,32298,52917,21804
Florida,Santa Rosa County,151372,136,26861,57703,50677
Florida,Sarasota County,379448,501,32313,49052,29793
New York,Saratoga County,219607,207,35176,69826,23083
North Dakota,Sargent County,3829,4,29950,53381,727
Nebraska,Sarpy County,158840,94,30189,69965,13544
Wisconsin,Sauk County,61976,46,25988,52140,3429
Nebraska,Saunders County,20780,16,30039,59870,3220
Wisconsin,Sawyer County,16557,22,23809,39904,7680
New York,Schenectady County,154727,137,28319,56061,5220
Texas,Schleicher County,3461,2,24787,50648,440
Georgia,Schley County,5010,4,19037,38425,657
New York,Schoharie County,32749,31,26584,53245,3116
Michigan,Schoolcraft County,8485,13,20892,35260,23671
Illinois,Schuyler County,7544,11,23656,48138,966
Missouri,Schuyler County,4431,4,18160,34688,40378
New York,Schuyler County,18343,21,24173,46976,5472
Pennsylvania,Schuylkill County,148289,145,23021,45012,26828
Ohio,Scioto County,79499,88,19437,35379,12317
Missouri,Scotland County,4843,4,20363,39028,2295
North Carolina,Scotland County,36157,41,15679,29592,4914
Arkansas,Scott County,11233,12,18934,37448,1745
Illinois,Scott County,5355,7,24471,49669,4232
Indiana,Scott County,24181,29,20481,42898,6188
Iowa,Scott County,165224,124,28948,52735,21605
Kansas,Scott County,4936,,26274,50605,900
Kentucky,Scott County,47173,36,27802,61893,4367
Minnesota,Scott County,129928,,35467,86112,7307
Mississippi,Scott County,28264,29,16789,34534,3512
Missouri,Scott County,39191,47,20825,40651,9354
Tennessee,Scott County,22228,28,17121,28401,3053
Virginia,Scott County,23177,21,21485,38355,2760
Nebraska,Scotts Bluff County,36970,22,23220,43444,6215
Georgia,Screven County,14593,15,18640,34848,2174
Texas,Scurry County,16921,13,22860,47513,2383
Arkansas,Searcy County,8195,11,16731,30779,16518
Arkansas,Sebastian County,125744,114,23222,40471,2147
Colorado,Sedgwick County,2379,2,21536,40221,569
Kansas,Sedgwick County,498365,,25603,49865,56969
Florida,Seminole County,422718,275,28675,58175,55378
Georgia,Seminole County,8729,11,17641,30521,1657
Oklahoma,Seminole County,25482,26,18321,33819,4097
New York,Seneca County,35251,39,23115,47618,15553
Ohio,Seneca County,56745,49,22075,43764,8425
Tennessee,Sequatchie County,14112,18,20899,36434,2200
Oklahoma,Sequoyah County,42391,44,18131,35742,6329
Arkansas,Sevier County,17058,11,16021,35153,4134
Tennessee,Sevier County,89889,104,22242,43649,13917
Utah,Sevier County,20802,8,19115,46229,3016
Kansas,Seward County,22952,,19015,50185,1948
Nebraska,Seward County,16750,10,28359,59435,2545
Texas,Shackelford County,3378,2,25436,47277,589
Missouri,Shannon County,8441,8,16862,31132,35175
Mississippi,Sharkey County,4916,3,15744,35125,707
Arkansas,Sharp County,17264,27,16714,30861,3447
California,Shasta County,177223,157,23670,44651,29967
Wisconsin,Shawano County,41949,31,23500,46559,16821
Kansas,Shawnee County,177934,,26057,48451,25612
Wisconsin,Sheboygan County,115507,78,26126,52920,8468
Alabama,Shelby County,195085,105,33313,68770,10909
Illinois,Shelby County,22363,27,23069,47188,33810
Indiana,Shelby County,44436,49,24459,51440,3145
Iowa,Shelby County,12167,11,26387,48783,2540
Kentucky,Shelby County,42074,47,27039,57298,5060
Missouri,Shelby County,6373,7,19331,35938,149493
Ohio,Shelby County,49423,37,24028,50427,6362
Tennessee,Shelby County,927644,591,25549,46250,95224
Texas,Shelby County,25448,26,21126,37081,3988
Virginia,Shenandoah County,41993,43,25134,49625,9228
Minnesota,Sherburne County,88499,,28071,73098,2479
Kansas,Sheridan County,2556,,26841,48674,563
Montana,Sheridan County,3384,4,31378,48667,782
Nebraska,Sheridan County,5469,5,22551,38548,1212
North Dakota,Sheridan County,1321,2,29219,43250,396
Wyoming,Sheridan County,29116,19,27948,52008,4548
Kansas,Sherman County,6010,,21476,38634,1145
Nebraska,Sherman County,3152,2,24837,41835,736
Oregon,Sherman County,1765,2,24314,42639,384
Texas,Sherman County,3034,2,21936,48185,405
Michigan,Shiawassee County,70648,70,22713,46217,9103
Idaho,Shoshone County,12765,19,20487,38440,2537
Minnesota,Sibley County,15226,,25789,54017,31816
California,Sierra County,3240,2,24996,39009,676
New Mexico,Sierra County,11988,18,17752,27430,3674
Montana,Silver Bow County,34200,27,23562,38659,5614
Kentucky,Simpson County,17327,19,19441,39546,2471
Mississippi,Simpson County,27503,29,18314,38362,3848
Iowa,Sioux County,33704,12,24324,57227,4808
Nebraska,Sioux County,1311,2,31517,42014,280
North Dakota,Sioux County,4153,2,15478,36111,294
California,Siskiyou County,44900,38,22293,37709,8782
Alaska,Sitka City and Borough,8881,6,32521,69405,1008
Washington,Skagit County,116901,99,27065,55925,18876
Alaska,Skagway Municipality,968,2,37139,71667,88
Washington,Skamania County,11066,8,28449,53712,1596
North Dakota,Slope County,727,2,30586,61667,135
Kansas,Smith County,3853,,26811,45556,1018
Mississippi,Smith County,16491,14,20334,34753,2520
Tennessee,Smith County,19166,20,21153,42383,2603
Texas,Smith County,209714,166,25626,47432,29851
Virginia,Smyth County,32208,40,20837,37239,2988
Washington,Snohomish County,713335,445,31349,68381,73544
Pennsylvania,Snyder County,39702,28,23088,46513,6144
New Mexico,Socorro County,17866,9,18104,34036,2533
California,Solano County,413344,242,28929,67177,46847
Maine,Somerset County,52228,67,21513,38642,8537
Maryland,Somerset County,26470,26,16748,38447,3660
New Jersey,Somerset County,323444,177,47803,99020,40002
Pennsylvania,Somerset County,77742,63,22192,43597,14431
Texas,Somervell County,8490,6,28134,55269,1258
California,Sonoma County,483878,278,32835,63356,67364
Virginia,Southampton County,18570,20,22433,46150,2226
Alaska,Southeast Fairbanks Census Area,7029,5,29437,56801,664
Georgia,Spalding County,64073,64,19783,41534,8539
South Carolina,Spartanburg County,284307,252,21889,42919,38227
Indiana,Spencer County,20952,20,23641,52991,35565
Kentucky,Spencer County,17061,16,26666,65209,1748
South Dakota,Spink County,6415,6,27757,48911,1291
Washington,Spokane County,471221,330,25661,49233,60969
Virginia,Spotsylvania County,122397,92,31360,78345,19219
Louisiana,St. Bernard Parish,35897,39,20316,41353,3288
Missouri,St. Charles County,360485,276,26756,58758,3699
Louisiana,St. Charles Parish,52780,29,31586,71077,5235
Alabama,St. Clair County,83593,80,23872,50786,20627
Illinois,St. Clair County,270056,238,26234,50578,4585
Michigan,St. Clair County,163040,134,24357,48066,7579
Missouri,St. Clair County,9805,14,17337,31539,870
Wisconsin,St. Croix County,84345,50,32220,68426,9288
Arkansas,St. Francis County,28258,23,15511,30873,15875
Missouri,St. Francois County,65359,90,18544,37238,5872
Louisiana,St. Helena Parish,11203,10,19457,33143,1580
Louisiana,St. James Parish,22102,17,24930,55443,2841
Louisiana,St. John the Baptist Parish,45924,26,21335,50635,4736
Florida,St. Johns County,190039,198,36836,64876,19460
Indiana,St. Joseph County,266931,198,23509,44582,3245
Michigan,St. Joseph County,61295,51,20570,44051,1802
Louisiana,St. Landry Parish,83384,79,19387,35503,11452
New York,St. Lawrence County,111944,97,22198,43647,29994
Missouri,St. Louis city,319294,271,23048,34582,3291
Minnesota,St. Louis County,200226,,25946,46517,10016
Missouri,St. Louis County,998954,819,34795,58910,1462
Florida,St. Lucie County,277789,296,23285,43413,118227
Louisiana,St. Martin Parish,52160,44,22164,42186,6086
Louisiana,St. Mary Parish,54650,43,21313,41571,7052
Maryland,St. Mary's County,105151,75,36017,85672,7141
Louisiana,St. Tammany Parish,233740,188,30363,60799,29628
Kansas,Stafford County,4437,,23240,43292,930
Virginia,Stafford County,128961,74,36574,97110,22796
California,Stanislaus County,514453,250,21663,49297,54831
South Dakota,Stanley County,2966,2,30933,54620,469
North Carolina,Stanly County,60585,60,20504,42518,9507
Kansas,Stanton County,2235,,21712,46382,348
Nebraska,Stanton County,6129,2,23131,51493,865
Illinois,Stark County,5994,5,26843,54203,1194
North Dakota,Stark County,24199,13,31412,62559,3875
Ohio,Stark County,375586,350,24453,45641,60978
Indiana,Starke County,23363,32,19773,40126,3575
Texas,Starr County,60968,21,11584,24927,6285
Virginia,Staunton city,23746,26,24753,38501,3645
Missouri,Ste. Genevieve County,18145,16,22921,48433,879
Minnesota,Stearns County,150642,,26065,54551,18228
Minnesota,Steele County,36576,,27259,56480,5270
North Dakota,Steele County,1975,2,31455,55735,441
Georgia,Stephens County,26175,29,18557,37898,4348
Oklahoma,Stephens County,45048,45,23038,43885,7798
Texas,Stephens County,9630,10,20535,41728,1748
Illinois,Stephenson County,47711,37,23350,43472,8958
Texas,Sterling County,1143,2,20157,50543,187
Indiana,Steuben County,34185,34,23975,48080,5090
New York,Steuben County,98990,103,25371,47476,15718
Kansas,Stevens County,5724,,24950,54494,752
Minnesota,Stevens County,9726,,28746,54206,1597
Washington,Stevens County,43531,31,21986,41742,7516
Georgia,Stewart County,6058,5,13238,23451,858
Tennessee,Stewart County,13324,17,21701,39781,2223
Montana,Stillwater County,9117,7,28868,57906,1495
Missouri,Stoddard County,29968,41,22967,37965,2911
North Carolina,Stokes County,47401,59,21311,42703,7575
Arkansas,Stone County,12394,17,17403,29832,2826
Mississippi,Stone County,17786,16,18576,42963,2144
Missouri,Stone County,32202,43,21733,40850,5346
Texas,Stonewall County,1490,2,24063,42429,353
Nevada,Storey County,4010,2,33472,61573,875
Iowa,Story County,89542,44,25986,50516,8945
New Hampshire,Strafford County,123143,105,29369,58825,14645
North Dakota,Stutsman County,21100,19,27351,50120,3618
Wyoming,Sublette County,10247,2,35944,77900,1039
Virginia,Suffolk city,84585,55,32835,53540,1879
Massachusetts,Suffolk County,722023,444,36945,87763,75726
New York,Suffolk County,1493350,1207,29135,66085,201793
Indiana,Sullivan County,21475,26,19821,43510,3186
Missouri,Sullivan County,6714,6,19279,36676,7870
New Hampshire,Sullivan County,43742,42,28582,54463,7217
New York,Sullivan County,77547,71,24963,48089,11455
Pennsylvania,Sullivan County,6428,8,22923,40964,1557
Tennessee,Sullivan County,156823,183,23850,39479,29215
South Dakota,Sully County,1373,2,30218,54524,263
West Virginia,Summers County,13927,11,17416,33784,2682
Colorado,Summit County,27994,5,34025,63697,2158
Ohio,Summit County,541781,443,27818,49669,78968
Utah,Summit County,36324,6,42462,83336,2768
Kansas,Sumner County,24132,,22972,47894,3786
Tennessee,Sumner County,160645,136,27795,55509,20262
Alabama,Sumter County,13763,10,14156,22186,2063
Florida,Sumter County,93420,190,27504,48493,40530
Georgia,Sumter County,32819,24,17879,33796,4143
South Carolina,Sumter County,107456,95,20340,41366,13921
Mississippi,Sunflower County,29450,20,12588,26619,2995
North Carolina,Surry County,73673,87,20219,35641,12250
Virginia,Surry County,7058,7,22600,47292,2781
Pennsylvania,Susquehanna County,43356,33,24477,48231,7845
Delaware,Sussex County,197145,263,26908,52710,41073
New Jersey,Sussex County,149265,113,37949,87335,17850
Virginia,Sussex County,12087,15,16546,39635,3713
California,Sutter County,94737,55,23602,50408,11990
Texas,Sutton County,4128,2,27721,53806,573
Florida,Suwannee County,41551,51,18431,35698,7850
North Carolina,Swain County,13981,18,19626,36094,2321
Montana,Sweet Grass County,3651,4,22743,45938,754
Wyoming,Sweetwater County,43806,18,30517,71525,3643
Minnesota,Swift County,9783,,25750,48026,1966
Texas,Swisher County,7854,7,17880,36753,1342
Indiana,Switzerland County,10613,8,20019,44143,1549
Georgia,Talbot County,6865,6,16993,32424,1119
Maryland,Talbot County,37782,34,38022,61597,10781
Georgia,Taliaferro County,1717,2,14381,25465,352
Alabama,Talladega County,82291,75,19410,35439,11591
Mississippi,Tallahatchie County,15378,15,12747,29853,1816
Alabama,Tallapoosa County,41616,46,21434,39130,7193
